headline,year,date,source,phrase,date_parsed,month,month_year,month_year_parsed
High Court Says Parties May Conceal Data,1982,1982-12-09 00:00:00,WaPo,says,1982-12-09T05:00Z,12,Dec 1982,1982-12-01T05:00Z
High Court Says Parties May Conceal Data,1982,1982-12-09 00:00:00,WaPo,court,1982-12-09T05:00Z,12,Dec 1982,1982-12-01T05:00Z
"Leon Jaworski, Key Watergate Prosecutor, Dies of Apparent Heart Attack at Age 77",1982,1982-12-10 00:00:00,WaPo,watergate,1982-12-10T05:00Z,12,Dec 1982,1982-12-01T05:00Z
Leon Jaworski of Watergate Renown Dies:,1982,1982-12-10T00:00:00.000000000,LAT,watergate,1982-12-10T05:00Z,12,Dec 1982,1982-12-01T05:00Z
"Leon Jaworski, Key Watergate Prosecutor, Dies of Apparent Heart Attack at Age 77",1982,1982-12-10 00:00:00,WaPo,dies,1982-12-10T05:00Z,12,Dec 1982,1982-12-01T05:00Z
SPECIAL PROSECUTOR FOR WATERGATE,1982,1982-12-10T05:00:00.000000000,NYT,prosecutor,1982-12-10T05:00Z,12,Dec 1982,1982-12-01T05:00Z
Leon Jaworski of Watergate Renown Dies:,1982,1982-12-10T00:00:00.000000000,LAT,jaworski,1982-12-10T05:00Z,12,Dec 1982,1982-12-01T05:00Z
Senator Sam ERVIN: The Lion of Watergate At Home in the South Looking Back on His Career And the Constitution,1982,1982-12-19 00:00:00,WaPo,watergate,1982-12-19T05:00Z,12,Dec 1982,1982-12-01T05:00Z
"Saudi Sheik, 21, Hires Lawyer in Ring Case Here: Sheik, 21, Hires Lawyer in Ring Case Here",1982,1982-12-26 00:00:00,WaPo,case,1982-12-26T05:00Z,12,Dec 1982,1982-12-01T05:00Z
GORSUCH CONTEMPT CASE EVOKES A COUNTERPUNCH,1982,1982-12-31T05:00:00.000000000,NYT,case,1982-12-31T05:00Z,12,Dec 1982,1982-12-01T05:00Z
"CAREY ENDS 8 YEARS IN OFFICE, HIS RECORD A MIX OF CONTRASTS",1982,1982-12-31T05:00:00.000000000,NYT,years,1982-12-31T05:00Z,12,Dec 1982,1982-12-01T05:00Z
Prosecutor Draws Fire For Tactics: Warner Case Prosecutor's Tactics Hit,1983,1983-01-02 00:00:00,WaPo,case,1983-01-02T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"THE YEARS MARCH ON, ETCHED IN MEMORY",1983,1983-01-02T05:00:00.000000000,NYT,years,1983-01-02T05:00Z,1,Jan 1983,1983-01-01T05:00Z
President Signs Bill Extending Ethics Law From Watergate Era,1983,1983-01-04 00:00:00,WaPo,watergate,1983-01-04T05:00Z,1,Jan 1983,1983-01-01T05:00Z
President Signs Bill Extending Ethics Law From Watergate Era,1983,1983-01-04 00:00:00,WaPo,law,1983-01-04T05:00Z,1,Jan 1983,1983-01-01T05:00Z
ETHICS AND THE LAW: A CASE HISTORY,1983,1983-01-09T05:00:00.000000000,NYT,case,1983-01-09T05:00Z,1,Jan 1983,1983-01-01T05:00Z
Dean: Watergate Under the Bridge,1983,1983-01-16T00:00:00.000000000,LAT,watergate,1983-01-16T05:00Z,1,Jan 1983,1983-01-01T05:00Z
THE ROLE OF THEORIES IN A TOWN DESPERATE TO KNOW,1983,1983-01-18T05:00:00.000000000,NYT,role,1983-01-18T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"FOR THE WHITE HOUSE, SOME OPTIONS ON THE ECONOMY",1983,1983-01-23T05:00:00.000000000,NYT,white,1983-01-23T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"STAGE: 'DICK DETERRED,' A WATERGATE MUSICAL",1983,1983-01-24T05:00:00.000000000,NYT,watergate,1983-01-24T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"Reinecke Elected State GOP Leader: 10 Years After Role in Watergate Scandal, Reagan Protege Completes a Comeback",1983,1983-01-31T00:00:00.000000000,LAT,watergate,1983-01-31T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"Reinecke Elected State GOP Leader: 10 Years After Role in Watergate Scandal, Reagan Protege Completes a Comeback",1983,1983-01-31T00:00:00.000000000,LAT,gop,1983-01-31T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"Reinecke Elected State GOP Leader: 10 Years After Role in Watergate Scandal, Reagan Protege Completes a Comeback",1983,1983-01-31T00:00:00.000000000,LAT,role,1983-01-31T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"Reinecke Elected State GOP Leader: 10 Years After Role in Watergate Scandal, Reagan Protege Completes a Comeback",1983,1983-01-31T00:00:00.000000000,LAT,reagan,1983-01-31T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"Reinecke Elected State GOP Leader: 10 Years After Role in Watergate Scandal, Reagan Protege Completes a Comeback",1983,1983-01-31T00:00:00.000000000,LAT,years,1983-01-31T05:00Z,1,Jan 1983,1983-01-01T05:00Z
"Watergate Previsited: Secret, Illegal Break-In by Hoover Uncovered Watergate Previsited: Secret Break-In Ordered By Hoover",1983,1983-02-24 00:00:00,WaPo,watergate,1983-02-24T05:00Z,2,Feb 1983,1983-02-01T05:00Z
Aid Given to Watergate Hero,1983,1983-03-02T05:00:00.000000000,NYT,watergate,1983-03-02T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Mayors to Bail Out Watergate Guard,1983,1983-03-02 00:00:00,WaPo,watergate,1983-03-02T05:00Z,3,Mar 1983,1983-03-01T05:00Z
One-Year Sentence for Former Watergate Guard,1983,1983-03-12T00:00:00.000000000,LAT,watergate,1983-03-12T05:00Z,3,Mar 1983,1983-03-01T05:00Z
DAME REBECCA WEST DIES IN LONDON,1983,1983-03-16T05:00:00.000000000,NYT,dies,1983-03-16T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Ruckelshaus To the Rescue President Reagan announced last week that he would like William D.  Ruckelshaus to take over the Environmental Protection Agency.  Probably he would also like Mr. Ruckelshaus to get the agency off the front pages as quickly as possible. But assuming the nominee is confirmed by the Senate - and as the Deputy Attorney General who refused to carry out President Nixon's order to fire Watergate prosecutor Archibald Cox he was expected to zip through - the controversies that have swirled around the E.P.A. for nearly three months probably won't end soon.,1983,1983-03-27T05:00:00.000000000,NYT,watergate,1983-03-27T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Ruckelshaus To the Rescue President Reagan announced last week that he would like William D.  Ruckelshaus to take over the Environmental Protection Agency.  Probably he would also like Mr. Ruckelshaus to get the agency off the front pages as quickly as possible. But assuming the nominee is confirmed by the Senate - and as the Deputy Attorney General who refused to carry out President Nixon's order to fire Watergate prosecutor Archibald Cox he was expected to zip through - the controversies that have swirled around the E.P.A. for nearly three months probably won't end soon.,1983,1983-03-27T05:00:00.000000000,NYT,president,1983-03-27T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Ruckelshaus To the Rescue President Reagan announced last week that he would like William D.  Ruckelshaus to take over the Environmental Protection Agency.  Probably he would also like Mr. Ruckelshaus to get the agency off the front pages as quickly as possible. But assuming the nominee is confirmed by the Senate - and as the Deputy Attorney General who refused to carry out President Nixon's order to fire Watergate prosecutor Archibald Cox he was expected to zip through - the controversies that have swirled around the E.P.A. for nearly three months probably won't end soon.,1983,1983-03-27T05:00:00.000000000,NYT,senate,1983-03-27T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Ruckelshaus To the Rescue President Reagan announced last week that he would like William D.  Ruckelshaus to take over the Environmental Protection Agency.  Probably he would also like Mr. Ruckelshaus to get the agency off the front pages as quickly as possible. But assuming the nominee is confirmed by the Senate - and as the Deputy Attorney General who refused to carry out President Nixon's order to fire Watergate prosecutor Archibald Cox he was expected to zip through - the controversies that have swirled around the E.P.A. for nearly three months probably won't end soon.,1983,1983-03-27T05:00:00.000000000,NYT,prosecutor,1983-03-27T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Ruckelshaus To the Rescue President Reagan announced last week that he would like William D.  Ruckelshaus to take over the Environmental Protection Agency.  Probably he would also like Mr. Ruckelshaus to get the agency off the front pages as quickly as possible. But assuming the nominee is confirmed by the Senate - and as the Deputy Attorney General who refused to carry out President Nixon's order to fire Watergate prosecutor Archibald Cox he was expected to zip through - the controversies that have swirled around the E.P.A. for nearly three months probably won't end soon.,1983,1983-03-27T05:00:00.000000000,NYT,reagan,1983-03-27T05:00Z,3,Mar 1983,1983-03-01T05:00Z
THE SILENT POWER OF THE N.S.A.,1983,1983-03-27T05:00:00.000000000,NYT,power,1983-03-27T05:00Z,3,Mar 1983,1983-03-01T05:00Z
Seats 'for Sale'?: Sacramento: Election Reform Is in Air Again,1983,1983-04-01T00:00:00.000000000,LAT,election,1983-04-01T05:00Z,4,Apr 1983,1983-04-01T05:00Z
Race for Nixon Library Site Enters the Home Stretch:,1983,1983-04-11T00:00:00.000000000,LAT,nixon,1983-04-11T05:00Z,4,Apr 1983,1983-04-01T05:00Z
KOHL ASSURES REAGAN ON U.S. MISSILES,1983,1983-04-16T05:00:00.000000000,NYT,reagan,1983-04-16T05:00Z,4,Apr 1983,1983-04-01T05:00Z
National Party Headquarters For the Democrats Is Started,1983,1983-04-24T05:00:00.000000000,NYT,democrats,1983-04-24T05:00Z,4,Apr 1983,1983-04-01T05:00Z
Former U.S. Prosecutor Indicted by Grand Jury,1983,1983-04-27T05:00:00.000000000,NYT,prosecutor,1983-04-27T04:00Z,4,Apr 1983,1983-04-01T05:00Z
A WATERGATE BURGLAR IS PARDONED,1983,1983-05-14T05:00:00.000000000,NYT,watergate,1983-05-14T04:00Z,5,May 1983,1983-05-01T04:00Z
Reagan Grants Martinez Pardon For Watergate: Watergate Burglar Pardoned by Reagan,1983,1983-05-14 00:00:00,WaPo,watergate,1983-05-14T04:00Z,5,May 1983,1983-05-01T04:00Z
2 DENIED PARDONS IN WATERGATE CASE,1983,1983-05-15T05:00:00.000000000,NYT,watergate,1983-05-15T04:00Z,5,May 1983,1983-05-01T04:00Z
COURTING HISPANIC VOTERS NOW A REAGAN PRIORITY,1983,1983-05-19T05:00:00.000000000,NYT,reagan,1983-05-19T04:00Z,5,May 1983,1983-05-01T04:00Z
8 YEARS OF TALK ON ECONOMICS,1983,1983-05-27T05:00:00.000000000,NYT,years,1983-05-27T04:00Z,5,May 1983,1983-05-01T04:00Z
SAN CLEMENTE EAGER FOR NIXON LIBRARY,1983,1983-05-28T05:00:00.000000000,NYT,nixon,1983-05-28T04:00Z,5,May 1983,1983-05-01T04:00Z
"GOP Jamming Telethon Lines, Democrats Say:",1983,1983-05-29T00:00:00.000000000,LAT,democrats,1983-05-29T04:00Z,5,May 1983,1983-05-01T04:00Z
Henry Kissinger and The Web of Diplomacy: THE PRICE OF POWER: Kissinger in the Nixon White House. By Seymour M. Hersh. Summit. 698 pp. $19.95 The Price of Power Kissinger The Price Of Power,1983,1983-06-12 00:00:00,WaPo,nixon,1983-06-12T04:00Z,6,Jun 1983,1983-06-01T04:00Z
Henry Kissinger and The Web of Diplomacy: THE PRICE OF POWER: Kissinger in the Nixon White House. By Seymour M. Hersh. Summit. 698 pp. $19.95 The Price of Power Kissinger The Price Of Power,1983,1983-06-12 00:00:00,WaPo,white,1983-06-12T04:00Z,6,Jun 1983,1983-06-01T04:00Z
Henry Kissinger and The Web of Diplomacy: THE PRICE OF POWER: Kissinger in the Nixon White House. By Seymour M. Hersh. Summit. 698 pp. $19.95 The Price of Power Kissinger The Price Of Power,1983,1983-06-12 00:00:00,WaPo,power,1983-06-12T04:00Z,6,Jun 1983,1983-06-01T04:00Z
Court Increasingly Favors President: Rulings Since Watergate Era Reveal Gradual Shift in Philosophy on Powers,1983,1983-06-24T00:00:00.000000000,LAT,watergate,1983-06-24T04:00Z,6,Jun 1983,1983-06-01T04:00Z
UNVEILING OF KENNEDY TAPES ADDS NO REVELATIONS,1983,1983-06-24T05:00:00.000000000,NYT,tapes,1983-06-24T04:00Z,6,Jun 1983,1983-06-01T04:00Z
HOOVER WAS FIRST TO LET CONGRESS VETO PRESIDENT,1983,1983-06-24T05:00:00.000000000,NYT,congress,1983-06-24T04:00Z,6,Jun 1983,1983-06-01T04:00Z
REUNION ECHOES BYGONE YEARS AT WHITE HOUSE,1983,1983-06-25T05:00:00.000000000,NYT,white,1983-06-25T04:00Z,6,Jun 1983,1983-06-01T04:00Z
REUNION ECHOES BYGONE YEARS AT WHITE HOUSE,1983,1983-06-25T05:00:00.000000000,NYT,years,1983-06-25T04:00Z,6,Jun 1983,1983-06-01T04:00Z
SIX YEARS FOR THE PRESIDENT,1983,1983-06-26T05:00:00.000000000,NYT,years,1983-06-26T04:00Z,6,Jun 1983,1983-06-01T04:00Z
REAGAN ASKS INQUIRY INTO PAPERS REPORTEDLY PURLOINED FROM CARTER,1983,1983-06-28T05:00:00.000000000,NYT,inquiry,1983-06-28T04:00Z,6,Jun 1983,1983-06-01T04:00Z
AIDES TO REAGAN CONTINUE SEARCH FOR CARTER PLANS,1983,1983-06-30T05:00:00.000000000,NYT,reagan,1983-06-30T04:00Z,6,Jun 1983,1983-06-01T04:00Z
"'PSEUDO-GATE' OR NOT, REAGAN IS IN TROUBLE",1983,1983-07-03T05:00:00.000000000,NYT,reagan,1983-07-03T04:00Z,7,Jul 1983,1983-07-01T04:00Z
THE ROLE OF 'BARNACLES' IN FOREIGN AID,1983,1983-07-05T05:00:00.000000000,NYT,role,1983-07-05T04:00Z,7,Jul 1983,1983-07-01T04:00Z
"REAGAN, RECALLING NIXON ERA, SAID TO SHUN HIS OWN INQUIRY",1983,1983-07-08T05:00:00.000000000,NYT,nixon,1983-07-08T04:00Z,7,Jul 1983,1983-07-01T04:00Z
"NO, 'DEBATEGATE' ISN'T QUITE WATERGATE II",1983,1983-07-08T05:00:00.000000000,NYT,watergate,1983-07-08T04:00Z,7,Jul 1983,1983-07-01T04:00Z
CLERK OF U.S. HOUSE IS FINED IN CONTEMPT OF COURT CASE,1983,1983-07-12T05:00:00.000000000,NYT,house,1983-07-12T04:00Z,7,Jul 1983,1983-07-01T04:00Z
CLERK OF U.S. HOUSE IS FINED IN CONTEMPT OF COURT CASE,1983,1983-07-12T05:00:00.000000000,NYT,court,1983-07-12T04:00Z,7,Jul 1983,1983-07-01T04:00Z
HOW STAFF OF A HOUSE SUBCOMMITTEE BEGAN INQUIRY ON CARTER BRIEFING DATA,1983,1983-07-13T05:00:00.000000000,NYT,house,1983-07-13T04:00Z,7,Jul 1983,1983-07-01T04:00Z
HOUSE LEADERS OBJECT TO INQUIRY ON CAMPAIGN AS PANEL PRESSES ON,1983,1983-07-13T05:00:00.000000000,NYT,campaign,1983-07-13T04:00Z,7,Jul 1983,1983-07-01T04:00Z
HOUSE LEADERS OBJECT TO INQUIRY ON CAMPAIGN AS PANEL PRESSES ON,1983,1983-07-13T05:00:00.000000000,NYT,panel,1983-07-13T04:00Z,7,Jul 1983,1983-07-01T04:00Z
HOUSE LEADERS OBJECT TO INQUIRY ON CAMPAIGN AS PANEL PRESSES ON,1983,1983-07-13T05:00:00.000000000,NYT,inquiry,1983-07-13T04:00Z,7,Jul 1983,1983-07-01T04:00Z
HOW STAFF OF A HOUSE SUBCOMMITTEE BEGAN INQUIRY ON CARTER BRIEFING DATA,1983,1983-07-13T05:00:00.000000000,NYT,inquiry,1983-07-13T04:00Z,7,Jul 1983,1983-07-01T04:00Z
Watergate Investigator Hired by House Panel To Probe Debate Case,1983,1983-07-20 00:00:00,WaPo,house,1983-07-20T04:00Z,7,Jul 1983,1983-07-01T04:00Z
Watergate Investigator Hired by House Panel To Probe Debate Case,1983,1983-07-20 00:00:00,WaPo,panel,1983-07-20T04:00Z,7,Jul 1983,1983-07-01T04:00Z
House Panel Hires Lawyer for Carter Papers Inquiry,1983,1983-07-20T00:00:00.000000000,LAT,panel,1983-07-20T04:00Z,7,Jul 1983,1983-07-01T04:00Z
WATERGATE INVESTIGATOR JOINING POLITICAL INQUIRY,1983,1983-07-20T05:00:00.000000000,NYT,political,1983-07-20T04:00Z,7,Jul 1983,1983-07-01T04:00Z
Watergate Investigator Hired by House Panel To Probe Debate Case,1983,1983-07-20 00:00:00,WaPo,probe,1983-07-20T04:00Z,7,Jul 1983,1983-07-01T04:00Z
Magazine Article Alleges Nixon Threatened Ford Over Pardon,1983,1983-07-21 00:00:00,WaPo,nixon,1983-07-21T04:00Z,7,Jul 1983,1983-07-01T04:00Z
REAGAN OFFER ON PAPERS IS MADE BUT REJECTED IN CAMPAIGN INQUIRY,1983,1983-07-21T05:00:00.000000000,NYT,campaign,1983-07-21T04:00Z,7,Jul 1983,1983-07-01T04:00Z
Magazine Article Alleges Nixon Threatened Ford Over Pardon,1983,1983-07-21 00:00:00,WaPo,ford,1983-07-21T04:00Z,7,Jul 1983,1983-07-01T04:00Z
"Nixon Threat to Ford on Pardon Reported: Call Warned of Disclosing 'Exchange for Presidency,' Article Says",1983,1983-07-21T00:00:00.000000000,LAT,ford,1983-07-21T04:00Z,7,Jul 1983,1983-07-01T04:00Z
TV: SPECIAL ON WATERGATE HEARINGS,1983,1983-07-27T05:00:00.000000000,NYT,watergate,1983-07-27T04:00Z,7,Jul 1983,1983-07-01T04:00Z
Liddy Seeks Role Opposite 'Bernstein',1983,1983-08-03T00:00:00.000000000,LAT,role,1983-08-03T04:00Z,8,Aug 1983,1983-08-01T04:00Z
Getting Liddy to Talk: Watergate Figure Auditions for Broadway Play G. Gordon Liddy,1983,1983-08-04 00:00:00,WaPo,watergate,1983-08-04T04:00Z,8,Aug 1983,1983-08-01T04:00Z
Gordon Liddy Tries Out For a Role in 'Salesman',1983,1983-08-04T05:00:00.000000000,NYT,role,1983-08-04T04:00Z,8,Aug 1983,1983-08-01T04:00Z
Shades of Watergate in an Office Dispute,1983,1983-08-11T00:00:00.000000000,LAT,watergate,1983-08-11T04:00Z,8,Aug 1983,1983-08-01T04:00Z
IN CALIFORNIA POLITICS ANY INTEREST CAN BE SPECIAL,1983,1983-08-21T05:00:00.000000000,NYT,politics,1983-08-21T04:00Z,8,Aug 1983,1983-08-01T04:00Z
ORIGIN OF PAPERS IN REAGAN CASE ELUDING PANEL,1983,1983-08-25T05:00:00.000000000,NYT,case,1983-08-25T04:00Z,8,Aug 1983,1983-08-01T04:00Z
ORIGIN OF PAPERS IN REAGAN CASE ELUDING PANEL,1983,1983-08-25T05:00:00.000000000,NYT,reagan,1983-08-25T04:00Z,8,Aug 1983,1983-08-01T04:00Z
Police Shootings Become Puerto Rico's Watergate: CERRO: Police Killings Explode CERRO: Police Shootings Are Puerto Rico's Watergate CERRO: Political Survival of Governor Is Threatened,1983,1983-08-28T00:00:00.000000000,LAT,watergate,1983-08-28T04:00Z,8,Aug 1983,1983-08-01T04:00Z
Police Shootings Become Puerto Rico's Watergate: CERRO: Police Killings Explode CERRO: Police Shootings Are Puerto Rico's Watergate CERRO: Political Survival of Governor Is Threatened,1983,1983-08-28T00:00:00.000000000,LAT,political,1983-08-28T04:00Z,8,Aug 1983,1983-08-01T04:00Z
Colson Preaches That Watergate Proves the Bible: Colson: Watergate Proves the Bible,1983,1983-09-28 00:00:00,WaPo,watergate,1983-09-28T04:00Z,9,Sep 1983,1983-09-01T04:00Z
STAGE: PARODY OF WATERGATE AT WEST BANK,1983,1983-10-02T05:00:00.000000000,NYT,watergate,1983-10-02T04:00Z,10,Oct 1983,1983-10-01T04:00Z
"Watergate Reunion: A Saturday Night to Remember, 10 Years Later Watergate",1983,1983-10-24 00:00:00,WaPo,years,1983-10-24T04:00Z,10,Oct 1983,1983-10-01T04:00Z
The Truth ... and How to Avoid It: Mastering the Fine Art of White House Double Talk Press,1983,1983-10-28 00:00:00,WaPo,house,1983-10-28T04:00Z,10,Oct 1983,1983-10-01T04:00Z
The Truth ... and How to Avoid It: Mastering the Fine Art of White House Double Talk Press,1983,1983-10-28 00:00:00,WaPo,white,1983-10-28T04:00Z,10,Oct 1983,1983-10-01T04:00Z
The Truth ... and How to Avoid It: Mastering the Fine Art of White House Double Talk Press,1983,1983-10-28 00:00:00,WaPo,white house,1983-10-28T04:00Z,10,Oct 1983,1983-10-01T04:00Z
JUDGE ORDERS U.S. INQUIRY ON NICARAGUA PLANS,1983,1983-11-04T05:00:00.000000000,NYT,inquiry,1983-11-04T05:00Z,11,Nov 1983,1983-11-01T05:00Z
THE NATION RULING: NEWS AND THE PUBLIC DOMAIN,1983,1983-11-18T05:00:00.000000000,NYT,public,1983-11-18T05:00Z,11,Nov 1983,1983-11-01T05:00Z
THE NATION RULING: NEWS AND THE PUBLIC DOMAIN,1983,1983-11-18T05:00:00.000000000,NYT,nation,1983-11-18T05:00Z,11,Nov 1983,1983-11-01T05:00Z
"MASSACHUSETTS BATTLES LAWYER OVER $332,441 RIGHTS CASE FEE",1983,1983-12-14T05:00:00.000000000,NYT,case,1983-12-14T05:00Z,12,Dec 1983,1983-12-01T05:00Z
MONDALE IS AHEAD IN CAMPAIGN FUNDS,1983,1983-12-18T05:00:00.000000000,NYT,campaign,1983-12-18T05:00Z,12,Dec 1983,1983-12-01T05:00Z
"JOURNALISTS ATTACK LISBON PRESS LAW PROPOSAL LISBON, Dec. 17 (Reuters) - A draft press bill proposed by the Portuguese Government has sparked widespread criticism, including charges that parts of it go beyond the harsh laws of the right-wing dictatorship that was overthrown in 1974.",1983,1983-12-18T05:00:00.000000000,NYT,law,1983-12-18T05:00Z,12,Dec 1983,1983-12-01T05:00Z
"JOURNALISTS ATTACK LISBON PRESS LAW PROPOSAL LISBON, Dec. 17 (Reuters) - A draft press bill proposed by the Portuguese Government has sparked widespread criticism, including charges that parts of it go beyond the harsh laws of the right-wing dictatorship that was overthrown in 1974.",1983,1983-12-18T05:00:00.000000000,NYT,press,1983-12-18T05:00Z,12,Dec 1983,1983-12-01T05:00Z
THE WICK TAPES (I),1983,1983-12-29T05:00:00.000000000,NYT,tapes,1983-12-29T05:00Z,12,Dec 1983,1983-12-01T05:00Z
SERVED IN HOUSE FOR 25 YEARS,1983,1983-12-30T05:00:00.000000000,NYT,house,1983-12-30T05:00Z,12,Dec 1983,1983-12-01T05:00Z
JUDGE BARS ACCESS TO NIXON PAPERS,1983,1983-12-31T05:00:00.000000000,NYT,nixon,1983-12-31T05:00Z,12,Dec 1983,1983-12-01T05:00Z
CENSORSHIP RISES IN THE NATION'S PUBLIC SCHOOLS,1984,1984-01-03T05:00:00.000000000,NYT,public,1984-01-03T05:00Z,1,Jan 1984,1984-01-01T05:00Z
Mr. Wick's Public Disservice,1984,1984-01-10T05:00:00.000000000,NYT,public,1984-01-10T05:00Z,1,Jan 1984,1984-01-01T05:00Z
IN DEENSE OF PUBLIC PRIVACY IN U.S.,1984,1984-01-21T05:00:00.000000000,NYT,public,1984-01-21T05:00Z,1,Jan 1984,1984-01-01T05:00Z
MORE THAN POLITICS CLOGS UP THE CONGRESS,1984,1984-01-22T05:00:00.000000000,NYT,politics,1984-01-22T05:00Z,1,Jan 1984,1984-01-01T05:00Z
FREUD: SECRET DOCUMENT REVEAL YEARS OF STRIFE,1984,1984-01-24T05:00:00.000000000,NYT,years,1984-01-24T05:00Z,1,Jan 1984,1984-01-01T05:00Z
"Reagan Breaking Public Trust, Hart Says: Presidential Aides' 'Unethical Conduct' Compared to Watergate",1984,1984-01-29T00:00:00.000000000,LAT,public,1984-01-29T05:00Z,1,Jan 1984,1984-01-01T05:00Z
HART DENOUNCES REAGAN ON 'ABUSE',1984,1984-01-29T05:00:00.000000000,NYT,reagan,1984-01-29T05:00Z,1,Jan 1984,1984-01-01T05:00Z
"NOW THAT IT'S OFFICIAL, CAMPAIGN IS A CENTRAL WHITE HOUSE CONCERN",1984,1984-01-31T05:00:00.000000000,NYT,house,1984-01-31T05:00Z,1,Jan 1984,1984-01-01T05:00Z
"NOW THAT IT'S OFFICIAL, CAMPAIGN IS A CENTRAL WHITE HOUSE CONCERN",1984,1984-01-31T05:00:00.000000000,NYT,white,1984-01-31T05:00Z,1,Jan 1984,1984-01-01T05:00Z
"NOW THAT IT'S OFFICIAL, CAMPAIGN IS A CENTRAL WHITE HOUSE CONCERN",1984,1984-01-31T05:00:00.000000000,NYT,white house,1984-01-31T05:00Z,1,Jan 1984,1984-01-01T05:00Z
"NOW THAT IT'S OFFICIAL, CAMPAIGN IS A CENTRAL WHITE HOUSE CONCERN",1984,1984-01-31T05:00:00.000000000,NYT,campaign,1984-01-31T05:00Z,1,Jan 1984,1984-01-01T05:00Z
BOOKWORM HOLDS COURT IN WORLD OF MOLES,1984,1984-02-07T05:00:00.000000000,NYT,court,1984-02-07T05:00Z,2,Feb 1984,1984-02-01T05:00Z
Tracking the Last of the Watergate Bucks,1984,1984-02-25 00:00:00,WaPo,watergate,1984-02-25T05:00Z,2,Feb 1984,1984-02-01T05:00Z
U.S. Judge Assails Justice Department on Briefing Papers Inquiry: Says Ethics in Government Act Flouted in Campaign Case,1984,1984-03-01 00:00:00,WaPo,says,1984-03-01T05:00Z,3,Mar 1984,1984-03-01T05:00Z
U.S. Judge Assails Justice Department on Briefing Papers Inquiry: Says Ethics in Government Act Flouted in Campaign Case,1984,1984-03-01 00:00:00,WaPo,campaign,1984-03-01T05:00Z,3,Mar 1984,1984-03-01T05:00Z
U.S. Judge Assails Justice Department on Briefing Papers Inquiry: Says Ethics in Government Act Flouted in Campaign Case,1984,1984-03-01 00:00:00,WaPo,judge,1984-03-01T05:00Z,3,Mar 1984,1984-03-01T05:00Z
MEESE ENCOUNTERS SHARP CHALLENGES AT SENATE HEARING,1984,1984-03-02T05:00:00.000000000,NYT,senate,1984-03-02T05:00Z,3,Mar 1984,1984-03-01T05:00Z
PORTUGUESE PRESS OPPOSES NEW LAW,1984,1984-03-04T05:00:00.000000000,NYT,press,1984-03-04T05:00Z,3,Mar 1984,1984-03-01T05:00Z
White House Electioneering Rules Tighten,1984,1984-03-05 00:00:00,WaPo,house,1984-03-05T05:00Z,3,Mar 1984,1984-03-01T05:00Z
"HART, ASSESSING HIS RUSH OF SUPPORT, SAYS IT REFLECTS A DESIRE FOR UNITY",1984,1984-03-07T05:00:00.000000000,NYT,says,1984-03-07T05:00Z,3,Mar 1984,1984-03-01T05:00Z
QUESTIONS POSED BY SNIPER CASE AT PENN STATION,1984,1984-03-08T05:00:00.000000000,NYT,case,1984-03-08T05:00Z,3,Mar 1984,1984-03-01T05:00Z
"Break-in Stupid, Nixon Declares, Laments Tapes",1984,1984-03-12T00:00:00.000000000,LAT,nixon,1984-03-12T05:00Z,3,Mar 1984,1984-03-01T05:00Z
"20 YEARS AFTER THE MURDER OF KITTY GENOVESE, THE QUESTION REMAINS: WHY?",1984,1984-03-12T05:00:00.000000000,NYT,years,1984-03-12T05:00Z,3,Mar 1984,1984-03-01T05:00Z
CBS-TV PURCHASES NIXON VIDEOTAPES,1984,1984-03-13T05:00:00.000000000,NYT,nixon,1984-03-13T05:00Z,3,Mar 1984,1984-03-01T05:00Z
Robb Restores Rights Of a Watergate Figure,1984,1984-03-15 00:00:00,WaPo,watergate,1984-03-15T05:00Z,3,Mar 1984,1984-03-01T05:00Z
WHITE HOUSE MAY BALK SOME MEESE WITNESSES,1984,1984-03-16T05:00:00.000000000,NYT,house,1984-03-16T05:00Z,3,Mar 1984,1984-03-01T05:00Z
Richardson to Seek Tsongas' Senate Seat,1984,1984-03-20 00:00:00,WaPo,senate,1984-03-20T05:00Z,3,Mar 1984,1984-03-01T05:00Z
MEESE MAKES PLEA FOR A PROSECUTOR TO PURSUE INQUIRY,1984,1984-03-23T05:00:00.000000000,NYT,prosecutor,1984-03-23T05:00Z,3,Mar 1984,1984-03-01T05:00Z
Cox Says Meese Is Unfit to Be Attorney General,1984,1984-03-24T00:00:00.000000000,LAT,says,1984-03-24T05:00Z,3,Mar 1984,1984-03-01T05:00Z
